wiki_db	user_type	edit_bucket	bot	reverted_bot_reverts	bot_reverts_by_base_editor	year	month	day
eswiki	registered	0-99	SeroBOT	2	1	2022	6	5
ruwiki	anonymous	n/a	Рейму Хакурей	7	4	2021	5	19
eswiki	registered	500+	SeroBOT	1	0	2021	9	19
enwiki	anonymous	n/a	ClueBot NG	3	1	2022	5	28
frwiki	registered	0-99	Salebot	5	4	2022	1	5
eswiki	registered	0-99	SeroBOT	15	11	2021	1	21
enwiki	anonymous	n/a	ClueBot NG	5	2	2022	8	14
eswiki	registered	0-99	SeroBOT	3	1	2023	2	24
ruwiki	anonymous	n/a	Рейму Хакурей	5	2	2023	2	4
simplewiki	anonymous	n/a	ChenzwBot	1	0	2022	10	25
bgwiki	anonymous	n/a	PSS 9	1	1	2023	2	27
eswiki	registered	0-99	SeroBOT	4	0	2020	8	15
frwiki	registered	0-99	Salebot	1	1	2020	9	8
simplewiki	anonymous	n/a	ChenzwBot	2	1	2022	3	18
enwiki	anonymous	n/a	ClueBot NG	4	1	2022	9	7
eswiki	registered	500+	SeroBOT	2	1	2020	9	4
simplewiki	anonymous	n/a	ChenzwBot	1	0	2021	8	5
ruwiki	registered	0-99	Рейму Хакурей	1	0	2021	3	2
enwiki	registered	0-99	ClueBot NG	4	1	2022	10	10
eswiki	registered	0-99	SeroBOT	2	2	2023	3	17
ruwiki	registered	0-99	Рейму Хакурей	1	1	2023	4	12
frwiki	anonymous	n/a	Salebot	1	0	2021	12	27
frwiki	registered	0-99	Salebot	1	0	2020	11	7
eswiki	anonymous	n/a	SeroBOT	48	29	2022	12	28
enwiki	registered	0-99	ClueBot NG	21	10	2020	9	4
eswiki	anonymous	n/a	SeroBOT	58	34	2020	8	9
eswiki	anonymous	n/a	SeroBOT	64	30	2020	9	10
enwiki	anonymous	n/a	ClueBot NG	27	8	2021	9	25
ruwiki	anonymous	n/a	Рейму Хакурей	11	3	2022	2	20
enwiki	registered	0-99	ClueBot NG	17	7	2022	2	3
eswiki	anonymous	n/a	SeroBOT	51	33	2022	8	9
enwiki	registered	0-99	ClueBot NG	10	6	2021	8	9
enwiki	registered	0-99	ClueBot NG	14	9	2021	12	29
eswiki	registered	0-99	SeroBOT	8	5	2022	6	17
enwiki	registered	0-99	ClueBot NG	17	6	2021	2	16
eswiki	anonymous	n/a	SeroBOT	38	20	2022	11	13
enwiki	anonymous	n/a	ClueBot NG	11	5	2023	1	18
ruwiki	anonymous	n/a	Рейму Хакурей	5	1	2023	3	18
ruwiki	anonymous	n/a	Рейму Хакурей	6	2	2023	4	8
enwiki	anonymous	n/a	ClueBot NG	4	3	2022	5	22
enwiki	registered	0-99	ClueBot NG	12	5	2020	12	19
ruwiki	anonymous	n/a	Рейму Хакурей	9	1	2020	11	30
eswiki	registered	0-99	SeroBOT	9	4	2020	9	25
frwiki	anonymous	n/a	Salebot	3	3	2022	9	11
ruwiki	anonymous	n/a	Рейму Хакурей	6	4	2022	9	7
enwiki	registered	0-99	ClueBot NG	13	5	2021	5	17
ruwiki	anonymous	n/a	Рейму Хакурей	7	0	2022	4	25
frwiki	anonymous	n/a	Salebot	1	0	2023	6	17
enwiki	anonymous	n/a	ClueBot NG	2	0	2023	5	25
eswiki	registered	0-99	SeroBOT	2	2	2021	1	30
enwiki	registered	0-99	ClueBot NG	10	4	2022	3	3
ruwiki	anonymous	n/a	Рейму Хакурей	3	0	2021	9	15
enwiki	registered	0-99	ClueBot NG	4	3	2020	9	12
eswiki	registered	0-99	SeroBOT	6	3	2022	4	22
eswiki	registered	100-499	SeroBOT	2	1	2022	12	2
rowiki	anonymous	n/a	PatrocleBot	1	0	2022	8	16
eswiki	registered	100-499	SeroBOT	1	1	2022	11	20
eswiki	registered	0-99	SeroBOT	1	0	2022	5	15
eswiki	registered	100-499	SeroBOT	1	0	2021	11	10
enwiki	anonymous	n/a	ClueBot NG	40	9	2020	11	5
enwiki	anonymous	n/a	ClueBot NG	33	12	2021	4	8
eswiki	anonymous	n/a	SeroBOT	70	41	2020	9	12
enwiki	anonymous	n/a	ClueBot NG	55	28	2021	9	20
eswiki	anonymous	n/a	SeroBOT	85	52	2021	7	5
enwiki	anonymous	n/a	ClueBot NG	29	5	2021	4	27
eswiki	anonymous	n/a	SeroBOT	81	40	2020	12	17
eswiki	anonymous	n/a	SeroBOT	62	39	2022	1	31
enwiki	registered	0-99	ClueBot NG	9	4	2022	1	18
ruwiki	anonymous	n/a	Рейму Хакурей	6	4	2022	6	27
frwiki	anonymous	n/a	Salebot	4	4	2023	2	5
enwiki	anonymous	n/a	ClueBot NG	10	7	2022	4	11
frwiki	anonymous	n/a	Salebot	8	7	2022	12	25
fawiki	anonymous	n/a	Dexbot	34	17	2022	10	24
eswiki	anonymous	n/a	SeroBOT	50	27	2022	9	13
ruwiki	anonymous	n/a	Рейму Хакурей	7	3	2022	10	25
enwiki	registered	0-99	ClueBot NG	8	4	2022	12	4
enwiki	anonymous	n/a	ClueBot NG	43	12	2021	5	19
simplewiki	registered	0-99	ChenzwBot	1	0	2022	1	19
enwiki	registered	0-99	ClueBot NG	7	3	2022	1	23
frwiki	anonymous	n/a	Salebot	2	1	2020	8	16
enwiki	registered	0-99	ClueBot NG	8	4	2023	6	9
enwiki	registered	0-99	ClueBot NG	3	1	2022	7	3
frwiki	registered	0-99	Salebot	2	2	2020	8	21
fawiki	anonymous	n/a	Dexbot	25	6	2022	11	10
eswiki	registered	0-99	SeroBOT	7	5	2023	3	1
ruwiki	anonymous	n/a	Рейму Хакурей	7	4	2022	8	24
eswiki	registered	100-499	SeroBOT	2	0	2020	8	19
ruwiki	registered	0-99	Рейму Хакурей	1	0	2023	4	18
enwiki	registered	0-99	ClueBot NG	6	2	2020	12	6
frwiki	anonymous	n/a	Salebot	5	5	2021	5	4
enwiki	registered	0-99	ClueBot NG	13	4	2021	7	25
frwiki	anonymous	n/a	Salebot	1	1	2023	1	10
enwiki	registered	0-99	ClueBot NG	13	6	2021	8	6
rowiki	anonymous	n/a	PatrocleBot	3	2	2022	10	20
enwiki	registered	0-99	ClueBot NG	5	0	2023	4	25
frwiki	registered	0-99	Salebot	2	0	2020	10	28
ruwiki	anonymous	n/a	Рейму Хакурей	1	1	2021	12	19
eswiki	registered	100-499	SeroBOT	1	1	2021	11	25
simplewiki	registered	0-99	ChenzwBot	1	0	2021	4	26
eswiki	anonymous	n/a	SeroBOT	57	38	2022	11	21
eswiki	anonymous	n/a	SeroBOT	69	32	2022	3	14
eswiki	anonymous	n/a	SeroBOT	41	12	2023	5	11
eswiki	anonymous	n/a	SeroBOT	54	32	2021	9	4
ruwiki	anonymous	n/a	Рейму Хакурей	18	7	2021	2	18
simplewiki	anonymous	n/a	ChenzwBot	3	1	2021	1	21
eswiki	anonymous	n/a	SeroBOT	24	10	2022	9	10
eswiki	registered	0-99	SeroBOT	6	5	2021	1	12
enwiki	anonymous	n/a	ClueBot NG	69	34	2020	11	9
simplewiki	anonymous	n/a	ChenzwBot	3	2	2022	12	21
enwiki	registered	0-99	ClueBot NG	29	7	2021	2	24
ruwiki	anonymous	n/a	Рейму Хакурей	6	2	2021	6	11
eswiki	registered	0-99	SeroBOT	4	2	2023	4	27
ruwiki	anonymous	n/a	Рейму Хакурей	12	5	2021	8	18
eswiki	registered	0-99	SeroBOT	3	2	2021	10	17
enwiki	registered	0-99	ClueBot NG	3	1	2022	3	8
simplewiki	anonymous	n/a	ChenzwBot	3	1	2021	7	27
enwiki	registered	0-99	ClueBot NG	13	4	2021	7	10
enwiki	anonymous	n/a	ClueBot NG	6	2	2023	4	6
eswiki	registered	0-99	SeroBOT	10	7	2021	9	29
enwiki	registered	0-99	ClueBot NG	14	2	2021	5	4
simplewiki	anonymous	n/a	ChenzwBot	2	0	2021	4	27
ruwiki	anonymous	n/a	Рейму Хакурей	7	2	2022	11	21
enwiki	anonymous	n/a	ClueBot NG	1	1	2022	7	24
eswiki	registered	0-99	SeroBOT	5	3	2022	1	21
frwiki	anonymous	n/a	Salebot	4	0	2020	12	19
eswiki	registered	500+	SeroBOT	5	4	2022	5	30
ruwiki	anonymous	n/a	Рейму Хакурей	7	2	2022	4	21
ruwiki	anonymous	n/a	Рейму Хакурей	2	2	2023	5	25
frwiki	registered	0-99	Salebot	1	1	2023	1	13
frwiki	anonymous	n/a	Salebot	3	0	2020	12	7
simplewiki	anonymous	n/a	ChenzwBot	2	1	2020	12	26
frwiki	anonymous	n/a	Salebot	1	0	2021	7	6
frwiki	registered	0-99	Salebot	1	1	2023	5	5
eswiki	anonymous	n/a	SeroBOT	86	46	2020	11	16
eswiki	registered	0-99	SeroBOT	55	51	2023	4	12
eswiki	anonymous	n/a	SeroBOT	150	111	2021	1	21
eswiki	registered	0-99	SeroBOT	3	0	2022	6	4
eswiki	anonymous	n/a	SeroBOT	51	27	2022	2	20
enwiki	anonymous	n/a	ClueBot NG	51	16	2021	5	6
ruwiki	anonymous	n/a	Рейму Хакурей	8	2	2022	1	11
eswiki	registered	0-99	SeroBOT	15	9	2021	7	20
ruwiki	anonymous	n/a	Рейму Хакурей	5	3	2021	6	7
enwiki	registered	0-99	ClueBot NG	16	7	2020	12	26
enwiki	anonymous	n/a	ClueBot NG	54	18	2021	3	18
ruwiki	anonymous	n/a	Рейму Хакурей	2	0	2021	11	16
eswiki	registered	100-499	SeroBOT	1	0	2020	8	6
eswiki	anonymous	n/a	SeroBOT	41	24	2022	6	27
enwiki	anonymous	n/a	ClueBot NG	29	9	2021	5	31
ruwiki	anonymous	n/a	Рейму Хакурей	7	3	2022	6	2
frwiki	registered	0-99	Salebot	5	5	2021	8	9
enwiki	anonymous	n/a	ClueBot NG	5	3	2022	6	11
eswiki	registered	0-99	SeroBOT	14	12	2023	1	23
bgwiki	anonymous	n/a	PSS 9	1	0	2022	10	8
ruwiki	anonymous	n/a	Рейму Хакурей	8	3	2022	4	19
eswiki	registered	0-99	SeroBOT	5	2	2020	8	28
ruwiki	anonymous	n/a	Рейму Хакурей	4	2	2021	8	29
frwiki	anonymous	n/a	Salebot	2	0	2021	10	18
simplewiki	registered	0-99	ChenzwBot	1	0	2023	1	29
frwiki	anonymous	n/a	Salebot	1	0	2021	7	7
ruwiki	registered	0-99	Рейму Хакурей	1	0	2020	12	17
enwiki	registered	0-99	ClueBot NG	1	1	2022	7	11
frwiki	registered	0-99	Salebot	1	1	2022	4	9
simplewiki	anonymous	n/a	ChenzwBot	3	1	2021	9	6
enwiki	anonymous	n/a	ClueBot NG	27	9	2020	9	19
enwiki	anonymous	n/a	ClueBot NG	129	107	2021	5	10
simplewiki	anonymous	n/a	ChenzwBot	4	3	2020	12	4
ruwiki	anonymous	n/a	Рейму Хакурей	2	1	2020	10	29
eswiki	anonymous	n/a	SeroBOT	84	41	2022	10	25
eswiki	anonymous	n/a	SeroBOT	73	37	2021	4	6
enwiki	anonymous	n/a	ClueBot NG	16	7	2023	2	27
eswiki	registered	0-99	SeroBOT	38	35	2020	8	25
eswiki	anonymous	n/a	SeroBOT	69	42	2022	12	2
eswiki	anonymous	n/a	SeroBOT	55	35	2022	8	17
ruwiki	anonymous	n/a	Рейму Хакурей	3	1	2020	11	14
simplewiki	anonymous	n/a	ChenzwBot	2	1	2020	7	23
eswiki	anonymous	n/a	SeroBOT	46	31	2022	8	15
ruwiki	anonymous	n/a	Рейму Хакурей	11	6	2023	4	30
enwiki	anonymous	n/a	ClueBot NG	26	10	2021	12	1
enwiki	anonymous	n/a	ClueBot NG	3	2	2022	8	27
enwiki	anonymous	n/a	ClueBot NG	18	7	2021	12	6
ruwiki	anonymous	n/a	Рейму Хакурей	15	3	2021	2	22
enwiki	registered	0-99	ClueBot NG	13	6	2021	3	25
frwiki	anonymous	n/a	Salebot	1	1	2022	11	16
enwiki	registered	0-99	ClueBot NG	8	4	2022	12	7
frwiki	anonymous	n/a	Salebot	3	3	2022	10	1
eswiki	registered	0-99	SeroBOT	1	1	2022	9	29
eswiki	registered	100-499	SeroBOT	6	6	2021	7	26
enwiki	registered	0-99	ClueBot NG	6	5	2022	9	11
simplewiki	anonymous	n/a	ChenzwBot	2	1	2022	4	25
enwiki	anonymous	n/a	ClueBot NG	8	4	2023	4	15
enwiki	anonymous	n/a	ClueBot NG	4	2	2023	1	15
simplewiki	anonymous	n/a	ChenzwBot	1	1	2022	7	15
frwiki	registered	0-99	Salebot	2	2	2021	11	22
simplewiki	anonymous	n/a	ChenzwBot	1	1	2021	1	17
eswiki	registered	500+	SeroBOT	1	0	2022	8	9
bgwiki	anonymous	n/a	PSS 9	1	1	2021	9	29
ruwiki	registered	0-99	Рейму Хакурей	1	0	2021	11	27
eswiki	registered	100-499	SeroBOT	1	1	2020	12	20
enwiki	anonymous	n/a	ClueBot NG	25	7	2020	8	23
ruwiki	anonymous	n/a	Рейму Хакурей	14	5	2021	8	13
enwiki	registered	0-99	ClueBot NG	6	2	2022	11	9
enwiki	registered	0-99	ClueBot NG	35	17	2021	1	27
fawiki	anonymous	n/a	Dexbot	37	10	2023	2	2
eswiki	anonymous	n/a	SeroBOT	91	47	2021	4	21
ruwiki	anonymous	n/a	Рейму Хакурей	6	2	2021	1	29
enwiki	registered	0-99	ClueBot NG	22	10	2021	4	17
eswiki	anonymous	n/a	SeroBOT	74	37	2021	8	13
frwiki	anonymous	n/a	Salebot	1	1	2020	8	22
eswiki	registered	0-99	SeroBOT	1	1	2021	3	20
enwiki	anonymous	n/a	ClueBot NG	9	3	2022	5	30
frwiki	registered	0-99	Salebot	2	1	2021	4	22
simplewiki	anonymous	n/a	ChenzwBot	1	1	2023	4	19
ruwiki	anonymous	n/a	Рейму Хакурей	11	6	2022	1	13
enwiki	anonymous	n/a	ClueBot NG	5	0	2022	5	21
eswiki	registered	0-99	SeroBOT	2	2	2021	12	11
eswiki	registered	0-99	SeroBOT	6	4	2023	3	31
enwiki	registered	0-99	ClueBot NG	14	7	2020	9	24
eswiki	registered	0-99	SeroBOT	2	2	2022	1	8
enwiki	registered	0-99	ClueBot NG	5	2	2023	4	4
eswiki	registered	0-99	SeroBOT	7	5	2021	2	6
eswiki	registered	500+	SeroBOT	1	1	2023	4	14
frwiki	anonymous	n/a	Salebot	1	0	2021	11	19
eswiki	registered	0-99	SeroBOT	4	1	2021	7	8
rowiki	anonymous	n/a	PatrocleBot	3	2	2023	2	14
simplewiki	anonymous	n/a	ChenzwBot	1	1	2020	11	3
frwiki	anonymous	n/a	Salebot	3	1	2021	12	1
frwiki	anonymous	n/a	Salebot	4	2	2022	7	17
frwiki	registered	0-99	Salebot	1	1	2020	11	2
simplewiki	anonymous	n/a	ChenzwBot	6	1	2021	8	12
simplewiki	anonymous	n/a	ChenzwBot	1	0	2021	6	15
simplewiki	anonymous	n/a	ChenzwBot	1	0	2022	1	29
simplewiki	registered	0-99	ChenzwBot	2	0	2023	6	13
frwiki	anonymous	n/a	Salebot	1	1	2022	12	17
enwiki	registered	0-99	ClueBot NG	2	2	2022	6	19
frwiki	anonymous	n/a	Salebot	1	0	2021	5	6
simplewiki	anonymous	n/a	ChenzwBot	1	1	2022	1	21
frwiki	anonymous	n/a	Salebot	1	0	2023	3	1
enwiki	anonymous	n/a	ClueBot NG	18	6	2022	3	18
eswiki	anonymous	n/a	SeroBOT	60	28	2022	3	16
eswiki	anonymous	n/a	SeroBOT	52	29	2023	3	30
eswiki	anonymous	n/a	SeroBOT	147	110	2022	10	27
enwiki	registered	0-99	ClueBot NG	13	6	2021	1	9
eswiki	anonymous	n/a	SeroBOT	38	27	2023	2	11
ruwiki	anonymous	n/a	Рейму Хакурей	8	1	2021	4	27
fawiki	anonymous	n/a	Dexbot	35	16	2022	10	5
enwiki	anonymous	n/a	ClueBot NG	12	7	2023	1	24
ruwiki	anonymous	n/a	Рейму Хакурей	8	5	2021	12	30
enwiki	anonymous	n/a	ClueBot NG	14	5	2022	3	29
enwiki	registered	0-99	ClueBot NG	18	5	2020	10	6
fawiki	anonymous	n/a	Dexbot	34	10	2023	2	22
eswiki	anonymous	n/a	SeroBOT	43	27	2022	10	1
simplewiki	anonymous	n/a	ChenzwBot	4	0	2021	7	29
enwiki	registered	0-99	ClueBot NG	29	9	2021	3	30
fawiki	anonymous	n/a	Dexbot	17	1	2023	1	10
enwiki	registered	0-99	ClueBot NG	1	1	2022	7	23
eswiki	registered	0-99	SeroBOT	5	4	2022	12	22
frwiki	registered	0-99	Salebot	2	2	2021	5	1
ruwiki	anonymous	n/a	Рейму Хакурей	4	1	2023	3	12
ruwiki	anonymous	n/a	Рейму Хакурей	6	2	2022	2	25
enwiki	registered	0-99	ClueBot NG	5	2	2023	5	7
frwiki	registered	0-99	Salebot	2	2	2021	1	30
ruwiki	anonymous	n/a	Рейму Хакурей	10	4	2022	1	26
simplewiki	anonymous	n/a	ChenzwBot	1	1	2022	11	10
eswiki	registered	0-99	SeroBOT	3	3	2021	8	26
ruwiki	anonymous	n/a	Рейму Хакурей	5	4	2021	11	15
frwiki	anonymous	n/a	Salebot	2	1	2023	2	2
bgwiki	anonymous	n/a	PSS 9	2	0	2020	9	12
bgwiki	registered	0-99	PSS 9	2	1	2020	9	14
bgwiki	anonymous	n/a	PSS 9	1	0	2022	10	28
simplewiki	anonymous	n/a	ChenzwBot	1	1	2021	1	11
eswiki	anonymous	n/a	SeroBOT	107	79	2022	3	21
enwiki	anonymous	n/a	ClueBot NG	5	1	2022	11	12
fawiki	anonymous	n/a	Dexbot	24	10	2023	4	10
frwiki	registered	0-99	Salebot	6	5	2020	9	5
eswiki	anonymous	n/a	SeroBOT	107	44	2020	10	16
eswiki	anonymous	n/a	SeroBOT	88	62	2021	6	12
frwiki	registered	0-99	Salebot	2	1	2021	4	10
enwiki	registered	0-99	ClueBot NG	17	6	2021	4	2
ruwiki	anonymous	n/a	Рейму Хакурей	7	4	2022	2	6
enwiki	registered	0-99	ClueBot NG	14	4	2022	2	25
simplewiki	anonymous	n/a	ChenzwBot	4	1	2020	9	14
ruwiki	anonymous	n/a	Рейму Хакурей	11	0	2021	9	8
simplewiki	anonymous	n/a	ChenzwBot	1	1	2020	12	28
eswiki	registered	0-99	SeroBOT	7	7	2021	9	14
frwiki	registered	0-99	Salebot	5	4	2020	12	28
frwiki	registered	0-99	Salebot	1	1	2022	12	30
enwiki	anonymous	n/a	ClueBot NG	9	5	2023	6	27
enwiki	anonymous	n/a	ClueBot NG	5	0	2022	11	20
frwiki	registered	0-99	Salebot	3	2	2021	9	29
eswiki	registered	100-499	SeroBOT	9	7	2020	11	30
ruwiki	registered	100-499	Рейму Хакурей	1	1	2021	7	20
eswiki	registered	0-99	SeroBOT	5	0	2023	1	11
frwiki	anonymous	n/a	Salebot	1	1	2023	5	28
simplewiki	anonymous	n/a	ChenzwBot	2	1	2023	2	19
bgwiki	registered	0-99	PSS 9	1	1	2023	6	22
frwiki	registered	0-99	Salebot	1	0	2020	8	2
eswiki	anonymous	n/a	SeroBOT	77	38	2021	11	15
eswiki	registered	0-99	SeroBOT	20	13	2022	2	11
fawiki	anonymous	n/a	Dexbot	33	11	2023	5	26
eswiki	anonymous	n/a	SeroBOT	67	41	2020	7	23
eswiki	registered	0-99	SeroBOT	6	3	2022	5	20
enwiki	registered	0-99	ClueBot NG	20	11	2021	3	31
enwiki	anonymous	n/a	ClueBot NG	47	16	2021	5	20
enwiki	anonymous	n/a	ClueBot NG	5	2	2022	4	16
enwiki	anonymous	n/a	ClueBot NG	28	11	2021	7	27
eswiki	anonymous	n/a	SeroBOT	70	41	2021	4	25
eswiki	anonymous	n/a	SeroBOT	107	55	2021	1	25
ruwiki	anonymous	n/a	Рейму Хакурей	9	3	2021	7	27
enwiki	registered	0-99	ClueBot NG	5	2	2023	1	11
eswiki	anonymous	n/a	SeroBOT	72	46	2021	6	23
eswiki	registered	0-99	SeroBOT	5	3	2021	1	22
eswiki	anonymous	n/a	SeroBOT	76	43	2021	8	24
enwiki	registered	0-99	ClueBot NG	9	4	2022	1	16
ruwiki	anonymous	n/a	Рейму Хакурей	8	1	2022	4	3
enwiki	registered	0-99	ClueBot NG	15	4	2021	1	12
enwiki	registered	0-99	ClueBot NG	20	8	2020	9	18
eswiki	registered	0-99	SeroBOT	5	5	2022	4	19
enwiki	anonymous	n/a	ClueBot NG	6	2	2023	6	21
eswiki	registered	0-99	SeroBOT	6	4	2021	11	3
enwiki	registered	0-99	ClueBot NG	3	2	2022	4	20
enwiki	anonymous	n/a	ClueBot NG	6	3	2022	5	8
eswiki	registered	100-499	SeroBOT	2	2	2021	2	6
ruwiki	anonymous	n/a	Рейму Хакурей	8	0	2020	10	20
frwiki	anonymous	n/a	Salebot	3	2	2021	12	14
frwiki	registered	0-99	Salebot	1	1	2021	4	20
bgwiki	registered	0-99	PSS 9	1	1	2020	9	20
bgwiki	anonymous	n/a	PSS 9	1	0	2021	7	19
frwiki	anonymous	n/a	Salebot	2	1	2022	10	30
enwiki	anonymous	n/a	ClueBot NG	3	3	2023	2	2
eswiki	registered	0-99	SeroBOT	1	0	2021	11	21
rowiki	anonymous	n/a	PatrocleBot	1	0	2023	4	7
rowiki	anonymous	n/a	PatrocleBot	1	0	2023	6	16
enwiki	registered	0-99	ClueBot NG	1	0	2023	5	6
rowiki	anonymous	n/a	PatrocleBot	2	0	2023	4	27
eswiki	registered	0-99	SeroBOT	29	28	2023	2	11
eswiki	anonymous	n/a	SeroBOT	75	59	2022	10	29
enwiki	anonymous	n/a	ClueBot NG	22	7	2021	3	21
ruwiki	registered	0-99	Рейму Хакурей	2	1	2021	3	28
eswiki	anonymous	n/a	SeroBOT	77	36	2021	11	27
fawiki	anonymous	n/a	Dexbot	43	13	2022	7	23
enwiki	anonymous	n/a	ClueBot NG	21	10	2021	4	18
ruwiki	anonymous	n/a	Рейму Хакурей	8	5	2021	7	5
enwiki	anonymous	n/a	ClueBot NG	35	12	2020	11	2
fawiki	anonymous	n/a	Dexbot	40	18	2023	6	19
fawiki	anonymous	n/a	Dexbot	46	24	2022	8	28
simplewiki	anonymous	n/a	ChenzwBot	6	4	2020	10	13
enwiki	registered	0-99	ClueBot NG	16	5	2021	4	11
enwiki	anonymous	n/a	ClueBot NG	24	13	2021	9	19
eswiki	registered	0-99	SeroBOT	3	0	2023	1	20
enwiki	registered	0-99	ClueBot NG	4	1	2022	8	3
ruwiki	registered	100-499	Рейму Хакурей	1	1	2022	10	18
frwiki	registered	0-99	Salebot	1	1	2022	7	24
frwiki	registered	0-99	Salebot	1	0	2023	3	1
simplewiki	anonymous	n/a	ChenzwBot	1	0	2020	11	10
simplewiki	anonymous	n/a	ChenzwBot	1	1	2023	4	22
simplewiki	anonymous	n/a	ChenzwBot	1	1	2022	11	14
eswiki	anonymous	n/a	SeroBOT	50	16	2023	5	8
eswiki	anonymous	n/a	SeroBOT	51	32	2021	7	3
eswiki	anonymous	n/a	SeroBOT	93	52	2021	3	19
eswiki	anonymous	n/a	SeroBOT	86	49	2021	3	30
ruwiki	anonymous	n/a	Рейму Хакурей	7	6	2023	2	17
enwiki	registered	0-99	ClueBot NG	13	4	2020	8	11
eswiki	anonymous	n/a	SeroBOT	52	32	2021	10	10
enwiki	anonymous	n/a	ClueBot NG	44	14	2021	1	10
enwiki	registered	0-99	ClueBot NG	22	8	2020	8	14
eswiki	anonymous	n/a	SeroBOT	80	53	2022	3	13
enwiki	registered	0-99	ClueBot NG	35	30	2021	3	24
enwiki	anonymous	n/a	ClueBot NG	8	3	2023	1	23
eswiki	registered	0-99	SeroBOT	8	5	2022	10	9
ruwiki	anonymous	n/a	Рейму Хакурей	3	0	2021	1	3
eswiki	registered	0-99	SeroBOT	8	6	2021	5	8
eswiki	anonymous	n/a	SeroBOT	58	34	2021	9	5
rowiki	anonymous	n/a	PatrocleBot	1	1	2023	2	6
ruwiki	registered	0-99	Рейму Хакурей	1	1	2022	12	16
ruwiki	anonymous	n/a	Рейму Хакурей	4	2	2021	9	9
enwiki	registered	0-99	ClueBot NG	9	6	2023	6	29
eswiki	anonymous	n/a	SeroBOT	47	19	2022	12	1
eswiki	registered	0-99	SeroBOT	14	8	2020	12	11
simplewiki	registered	0-99	ChenzwBot	2	2	2020	12	4
enwiki	registered	0-99	ClueBot NG	11	10	2020	10	24
ruwiki	anonymous	n/a	Рейму Хакурей	4	2	2021	10	23
eswiki	registered	0-99	SeroBOT	1	1	2022	7	20
frwiki	anonymous	n/a	Salebot	7	2	2021	1	8
ruwiki	anonymous	n/a	Рейму Хакурей	6	4	2021	5	30
eswiki	registered	0-99	SeroBOT	4	2	2022	1	31
frwiki	registered	100-499	Salebot	1	1	2021	9	3
frwiki	registered	0-99	Salebot	1	1	2022	6	7
frwiki	anonymous	n/a	Salebot	1	0	2022	12	10
enwiki	registered	0-99	ClueBot NG	2	0	2023	1	14
bgwiki	registered	100-499	PSS 9	1	1	2021	8	1
frwiki	anonymous	n/a	Salebot	1	0	2022	5	18
rowiki	anonymous	n/a	PatrocleBot	1	1	2022	7	19
frwiki	anonymous	n/a	Salebot	1	0	2023	6	24
eswiki	anonymous	n/a	SeroBOT	40	17	2022	12	16
fawiki	anonymous	n/a	Dexbot	99	63	2022	12	16
eswiki	anonymous	n/a	SeroBOT	142	89	2021	1	20
eswiki	anonymous	n/a	SeroBOT	40	25	2022	7	3
simplewiki	anonymous	n/a	ChenzwBot	1	0	2023	3	12
enwiki	anonymous	n/a	ClueBot NG	10	3	2023	2	6
eswiki	anonymous	n/a	SeroBOT	86	45	2021	7	23
fawiki	anonymous	n/a	Dexbot	34	12	2022	12	26
frwiki	anonymous	n/a	Salebot	2	0	2021	3	9
eswiki	anonymous	n/a	SeroBOT	48	27	2020	11	1
enwiki	registered	0-99	ClueBot NG	17	10	2021	12	15
eswiki	anonymous	n/a	SeroBOT	43	25	2021	11	20
fawiki	anonymous	n/a	Dexbot	14	1	2022	10	8
eswiki	anonymous	n/a	SeroBOT	57	39	2023	3	14
eswiki	anonymous	n/a	SeroBOT	81	48	2021	1	30
simplewiki	anonymous	n/a	ChenzwBot	3	2	2020	12	24
eswiki	registered	0-99	SeroBOT	9	7	2021	3	24
bgwiki	registered	0-99	PSS 9	3	3	2020	8	22
enwiki	registered	0-99	ClueBot NG	15	5	2021	2	28
eswiki	registered	0-99	SeroBOT	8	3	2021	3	14
fawiki	anonymous	n/a	Dexbot	22	9	2022	11	22
enwiki	registered	0-99	ClueBot NG	2	0	2022	4	14
rowiki	anonymous	n/a	PatrocleBot	1	0	2023	2	24
enwiki	registered	0-99	ClueBot NG	17	7	2021	1	7
simplewiki	anonymous	n/a	ChenzwBot	2	2	2022	7	28
ruwiki	anonymous	n/a	Рейму Хакурей	9	1	2022	6	22
bgwiki	registered	0-99	PSS 9	1	0	2021	7	27
frwiki	anonymous	n/a	Salebot	1	0	2021	3	27
eswiki	registered	0-99	SeroBOT	5	3	2022	4	12
eswiki	registered	0-99	SeroBOT	3	2	2022	10	25
ruwiki	anonymous	n/a	Рейму Хакурей	13	6	2020	12	12
simplewiki	anonymous	n/a	ChenzwBot	3	1	2021	9	9
enwiki	registered	0-99	ClueBot NG	15	5	2021	9	28
bgwiki	anonymous	n/a	PSS 9	1	0	2020	10	6
ruwiki	anonymous	n/a	Рейму Хакурей	2	2	2020	7	12
eswiki	registered	100-499	SeroBOT	2	2	2021	10	30
eswiki	registered	0-99	SeroBOT	1	0	2022	4	10
eswiki	anonymous	n/a	SeroBOT	88	59	2020	12	22
eswiki	anonymous	n/a	SeroBOT	81	49	2021	5	2
eswiki	anonymous	n/a	SeroBOT	78	46	2022	2	24
eswiki	anonymous	n/a	SeroBOT	71	43	2021	8	2
enwiki	registered	0-99	ClueBot NG	8	5	2023	4	19
enwiki	registered	0-99	ClueBot NG	14	4	2022	1	1
enwiki	anonymous	n/a	ClueBot NG	53	20	2020	10	15
